#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
;;srs;sr;Sarsi
;;buh;bu;Younuo Bunu
;;mrm;mr;Merlav
;;hup;hu;Hupa
;;gap;ga;Gal
;;lni;ln;Daantanai'
;;anb;an;Andoa
;;hih;hi;Pamosu
;;kzo;kz;Kaningi
;;lan;la;Laru
;;kpf;kp;Komba
;;mdq;md;Mbole
;;sha;sh;Shall-Zwall
;;pry;pr;Pray 3
;;oso;os;Ososo
;;kft;kf;Kanjari
;;ing;in;Degexit'an
;;raz;ra;Rahambuu
;;ppa;pp;Pao
;;mvk;mv;Mekmek
;;bdx;bd;Budong-Budong
;;bow;bo;Rema
;;mfx;mf;Melo
;;bcl;bc;Central Bicolano
;;jod;jo;Wojenaka
;;zmq;zm;Mituku
;;dna;dn;Upper Grand Valley Dani
;;bfk;bf;Ban Khor Sign Language
;;cns;cn;Central Asmat
;;kuf;ku;Western Katu
;;dib;di;South Central Dinka
;;ttl;tt;Totela
;;hbo;hb;Ancient Hebrew
;;csg;cs;Chilean Sign Language
;;bqw;bq;Buru (Nigeria)
;;alz;al;Alur
;;bvr;bv;Burarra
;;lib;li;Likum
;;cih;ci;Chinali
;;zkz;zk;Khazar
;;ttw;tt;Long Wat
;;trb;tr;Terebu
;;ccj;cc;Kasanga
;;wka;wk;Kw'adza
;;lii;li;Lingkhim
;;tlg;tl;Tofanma
;;bml;bm;Bomboli
;;zoq;zo;Tabasco Zoque
;;dil;di;Dilling
;;tce;tc;Southern Tutchone
;;nxg;nx;Ngad'a
;;ani;an;Andi
;;atd;at;Ata Manobo
;;yat;ya;Yambeta
;;atv;at;Northern Altai
;;tah;ta;Tahitian
;;rgn;rg;Romagnol
;;cmm;cm;Michigamea
;;bum;bu;Bulu (Cameroon)
;;bkt;bk;Boloki
;;krx;kr;Karon
;;ido;id;Ido
;;obo;ob;Obo Manobo
;;pom;po;Southeastern Pomo
;;bjz;bj;Baruga
;;njl;nj;Njalgulgule
;;zmb;zm;Zimba
;;cpi;cp;Chinese Pidgin English
;;mhb;mh;Mahongwe
;;nos;no;Eastern Nisu
;;kto;kt;Kuot
;;mkw;mk;Kituba (Congo)
;;tyl;ty;Thu Lao
;;tpq;tp;Tukpa
;;otw;ot;Ottawa
;;dnu;dn;Danau
;;kjj;kj;Khinalugh
;;uks;uk;Urubú-Kaapor Sign Language
;;prr;pr;Puri
;;cta;ct;Tataltepec Chatino
;;gjk;gj;Kachi Koli
;;jao;ja;Yanyuwa
;;yax;ya;Yauma
;;kjy;kj;Erave
;;okl;ok;Old Kentish Sign Language
;;awt;aw;Araweté
;;acu;ac;Achuar-Shiwiar
;;khl;kh;Lusi
;;tbj;tb;Tiang
;;ojp;oj;Old Japanese
;;nxd;nx;Ngando (Democratic Republic of Congo)
;;szp;sz;Suabo
;;oum;ou;Ouma
;;rap;ra;Rapanui
;;bzx;bz;Kɛlɛngaxo Bozo
;;fro;fr;Old French (842-ca. 1400)
;;pep;pe;Kunja
;;zkh;zk;Khorezmian
;;mwt;mw;Moken
;;aem;ae;Arem
;;azm;az;Ipalapa Amuzgo
;;nux;nu;Mehek
;;kqp;kq;Kimré
;;axx;ax;Xaragure
;;zrn;zr;Zerenkel
;;sav;sa;Saafi-Saafi
;;mgn;mg;Mbangi
;;toe;to;Tomedes
;;tcw;tc;Tecpatlán Totonac
;;mju;mj;Manna-Dora
;;mpx;mp;Misima-Paneati
;;led;le;Lendu
;;mkf;mk;Miya
;;yak;ya;Yakama
;;sib;si;Sebop
;;bhw;bh;Biak
;;beu;be;Blagar
;;vun;vu;Vunjo
;;krm;kr;Krim
;;uam;ua;Uamué
;;bix;bi;Bijori
;;ado;ad;Abu
;;gob;go;Playero
;;jun;ju;Juang
;;ylg;yl;Yelogu
;;bfd;bf;Bafut
;;zav;za;Yatzachi Zapotec
;;cfd;cf;Cara
;;kby;kb;Manga Kanuri
;;msw;ms;Mansoanka
;;nci;nc;Classical Nahuatl
;;ecr;ec;Eteocretan
;;akq;ak;Ak
;;jah;ja;Jah Hut
;;juy;ju;Juray
;;sli;sl;Lower Silesian
;;tlu;tl;Tulehu
;;kgq;kg;Kamoro
;;yuy;yu;East Yugur
;;pnz;pn;Pana (Central African Republic)
;;kxx;kx;Likuba
;;wik;wi;Wikalkan
;;gox;go;Gobu
;;eky;ek;Eastern Kayah
;;jaf;ja;Jara
;;svx;sv;Skalvian
;;kfq;kf;Korku
;;udi;ud;Udi
;;nld;nl;Dutch
;;mlc;ml;Cao Lan
;;uun;uu;Kulon-Pazeh
;;tml;tm;Tamnim Citak
;;mcb;mc;Machiguenga
;;toc;to;Coyutla Totonac
;;pgn;pg;Paelignian
;;dam;da;Damakawa
;;kuj;ku;Kuria
;;xmf;xm;Mingrelian
;;ptp;pt;Patep
;;kpm;kp;Koho
;;prn;pr;Prasuni
;;ayz;ay;Mai Brat
;;tga;tg;Sagalla
;;xbb;xb;Lower Burdekin
;;suc;su;Western Subanon
;;amz;am;Atampaya
;;gva;gv;Guana (Paraguay)
;;sre;sr;Sara
;;nqn;nq;Nen
;;kjc;kj;Coastal Konjo
;;pej;pe;Northern Pomo
;;mrh;mr;Mara Chin
;;pnn;pn;Pinai-Hagahai
;;cof;co;Colorado
;;wud;wu;Wudu
;;ndv;nd;Ndut
;;czh;cz;Huizhou Chinese
;;tuf;tu;Central Tunebo
;;bot;bo;Bongo
;;vap;va;Vaiphei
;;uzs;uz;Southern Uzbek
;;mvw;mv;Machinga
;;adb;ad;Adabe
;;wli;wl;Waioli
;;hui;hu;Huli
;;ybj;yb;Hasha
;;sah;sa;Yakut
;;psu;ps;Sauraseni Prākrit
;;pld;pl;Polari
;;tbk;tb;Calamian Tagbanwa
;;jor;jo;Jorá
;;xlc;xl;Lycian
;;etr;et;Edolo
;;zmk;zm;Mandandanyi
;;lem;le;Nomaande
;;kap;ka;Bezhta
;;omp;om;Old Manipuri
;;abl;ab;Lampung Nyo
;;chv;ch;Chuvash
;;bpt;bp;Barrow Point
;;zbl;zb;Blissymbols
;;mpj;mp;Martu Wangka
;;irr;ir;Ir
;;mer;me;Meru
;;sds;sd;Sened
;;kou;ko;Koke
;;vil;vi;Vilela
;;lou;lo;Louisiana Creole French
;;kra;kr;Kumhali
;;rop;ro;Kriol
;;sdh;sd;Southern Kurdish
;;hab;ha;Hanoi Sign Language
;;kvj;kv;Psikye
;;sfm;sf;Small Flowery Miao
;;mrz;mr;Marind
;;jub;ju;Wannu
;;kmr;km;Northern Kurdish
;;mxt;mx;Jamiltepec Mixtec
;;rro;rr;Waima
;;daj;da;Dar Fur Daju
;;aza;az;Azha
;;zpy;zp;Mazaltepec Zapotec
;;ble;bl;Balanta-Kentohe
;;kyp;ky;Kang
;;nmr;nm;Nimbari
;;tpz;tp;Tinputz
;;pcd;pc;Picard
;;mqw;mq;Murupi
;;bln;bl;Southern Catanduanes Bicolano
;;kqk;kq;Kotafon Gbe
;;lon;lo;Malawi Lomwe
;;tit;ti;Tinigua
;;kdw;kd;Koneraw
;;xav;xa;Xavánte
;;the;th;Chitwania Tharu
;;qxu;qx;Arequipa-La Unión Quechua
;;auy;au;Awiyaana
;;smp;sm;Samaritan
;;gbk;gb;Gaddi
;;cgc;cg;Kagayanen
;;bzl;bz;Boano (Sulawesi)
;;drd;dr;Darmiya
;;zyb;zy;Yongbei Zhuang
;;xur;xu;Urartian
;;tnm;tn;Tabla
;;shy;sh;Tachawit
;;qul;qu;North Bolivian Quechua
;;ess;es;Central Siberian Yupik
;;bmc;bm;Biem
;;xmo;xm;Morerebi
;;ngb;ng;Northern Ngbandi
;;aac;aa;Ari
;;abd;ab;Manide
;;bwt;bw;Bafaw-Balong
;;gur;gu;Farefare
;;xsr;xs;Sherpa
;;muy;mu;Muyang
;;sgx;sg;Sierra Leone Sign Language
;;goy;go;Goundo
;;mar;ma;Marathi
;;buo;bu;Terei
;;klc;kl;Kolbila
;;syi;sy;Seki
;;saa;sa;Saba
;;noz;no;Nayi
;;pnq;pn;Pana (Burkina Faso)
;;nay;na;Narrinyeri
;;bik;bi;Bikol
;;gui;gu;Eastern Bolivian Guaraní
;;dbg;db;Dogul Dom Dogon
;;bce;bc;Bamenyam
;;isk;is;Ishkashimi
;;ijj;ij;Ede Ije
;;kga;kg;Koyaga
;;luc;lu;Aringa
;;ost;os;Osatu
;;arw;ar;Arawak
;;ixc;ix;Ixcatec
;;bbn;bb;Uneapa
;;khe;kh;Korowai
;;api;ap;Apiaká
;;upv;up;Uripiv-Wala-Rano-Atchin
;;pck;pc;Paite Chin
;;ppr;pp;Piru
;;nwa;nw;Nawathinehena
;;mgu;mg;Mailu
;;slx;sl;Salampasu
;;azt;az;Faire Atta
;;ite;it;Itene
;;njh;nj;Lotha Naga
;;ngi;ng;Ngizim
;;asq;as;Austrian Sign Language
;;nmu;nm;Northeast Maidu
;;kyl;ky;Kalapuya
;;frd;fr;Fordata
;;asd;as;Asas
;;sbx;sb;Seberuang
;;kda;kd;Worimi
;;knc;kn;Central Kanuri
;;ncn;nc;Nauna
;;wlk;wl;Wailaki
;;onw;on;Old Nubian
;;aln;al;Gheg Albanian
;;tnw;tn;Tonsawang
;;rmu;rm;Tavringer Romani
;;ree;re;Rejang Kayan
;;ldm;ld;Landoma
;;gdi;gd;Gundi
;;ack;ac;Aka-Kora
;;ska;sk;Skagit
;;mqu;mq;Mandari
;;bpl;bp;Broome Pearling Lugger Pidgin
;;ldp;ld;Tso
;;mvh;mv;Mire
;;wym;wy;Wymysorys
;;caz;ca;Canichana
;;tdh;td;Thulung
;;mnt;mn;Maykulan
;;xtu;xt;Cuyamecalco Mixtec
;;lsa;ls;Lasgerdi
;;syc;sy;Classical Syriac
;;ges;ge;Geser-Gorom
;;hye;hy;Armenian
;;zmj;zm;Maridjabin
;;skb;sk;Saek
;;ker;ke;Kera
;;nsm;ns;Sumi Naga
;;jek;je;Jeri Kuo
;;ren;re;Rengao
;;usi;us;Usui
;;pll;pl;Shwe Palaung
;;hni;hn;Hani
;;ntr;nt;Delo
;;bxl;bx;Jalkunan
;;lzz;lz;Laz
;;swe;sw;Swedish
;;mrv;mr;Mangareva
;;zpx;zp;San Baltazar Loxicha Zapotec
;;mxi;mx;Mozarabic
;;afp;af;Tapei
;;bou;bo;Bondei
;;rgu;rg;Ringgou
;;arv;ar;Arbore
;;dok;do;Dondo
;;nor;no;Norwegian
;;ssf;ss;Thao
;;nku;nk;Bouna Kulango
;;mfk;mf;North Mofu
;;mjk;mj;Matukar
;;hhr;hh;Kerak
;;swg;sw;Swabian
;;guc;gu;Wayuu
;;mji;mj;Kim Mun
;;nii;ni;Nii
;;ayn;ay;Sanaani Arabic
;;krs;kr;Gbaya (Sudan)
;;por;po;Portuguese
;;mdj;md;Mangbetu
;;emm;em;Mamulique
;;wmh;wm;Waima'a
;;nhq;nh;Huaxcaleca Nahuatl
;;kzq;kz;Kaike
;;mjt;mj;Sauria Paharia
;;tls;tl;Tambotalo
;;xpn;xp;Kapinawá
;;mog;mo;Mongondow
;;wal;wa;Wolaytta
;;tde;td;Tiranige Diga Dogon
;;afh;af;Afrihili
;;odt;od;Old Dutch
;;tjn;tj;Tonjon
;;lab;la;Linear A
;;kxq;kx;Smärky Kanum
;;kzj;kz;Coastal Kadazan
;;mro;mr;Mru
;;wsa;ws;Warembori
;;dbu;db;Bondum Dom Dogon
;;xho;xh;Xhosa
;;nyu;ny;Nyungwe
;;cah;ca;Cahuarano
;;acd;ac;Gikyode
;;agv;ag;Remontado Dumagat
;;kgo;kg;Krongo
;;kwj;kw;Kwanga
;;naj;na;Nalu
;;xmc;xm;Makhuwa-Marrevone
;;nyq;ny;Nayini
;;kwa;kw;Dâw
;;oks;ok;Oko-Eni-Osayen
;;amq;am;Amahai
;;mcm;mc;Malaccan Creole Portuguese
;;plu;pl;Palikúr
;;bmx;bm;Baimak
;;mov;mo;Mohave
;;adw;ad;Amundava
;;zea;ze;Zeeuws
;;kyz;ky;Kayabí
;;mai;ma;Maithili
;;mzt;mz;Mintil
;;cuq;cu;Cun
;;woy;wo;Weyto
;;fuu;fu;Furu
;;wic;wi;Wichita
;;bco;bc;Kaluli
;;duc;du;Duna
;;hns;hn;Caribbean Hindustani
;;kzf;kz;Da'a Kaili
;;amo;am;Amo
;;skz;sk;Sekar
;;adr;ad;Adonara
;;nkx;nk;Nkoroo
;;apy;ap;Apalaí
;;zad;za;Cajonos Zapotec
;;ptr;pt;Piamatsina
;;tdo;td;Teme
;;bah;ba;Bahamas Creole English
;;xaa;xa;Andalusian Arabic
;;usp;us;Uspanteco
;;woi;wo;Kamang
;;lpx;lp;Lopit
;;vkk;vk;Kaur
;;yum;yu;Quechan
;;kyb;ky;Butbut Kalinga
;;xhv;xh;Khua
;;yes;ye;Yeskwa
;;vmr;vm;Marenje
;;sau;sa;Saleman
;;bcm;bc;Bannoni
;;kys;ky;Baram Kayan
;;zyj;zy;Youjiang Zhuang
;;ccp;cc;Chakma
;;zpl;zp;Lachixío Zapotec
;;tkt;tk;Kathoriya Tharu
;;mtn;mt;Matagalpa
;;kyk;ky;Kamayo
;;wyy;wy;Western Fijian
;;tek;te;Ibali Teke
;;gnd;gn;Zulgo-Gemzek
;;nkn;nk;Nkangala
;;wim;wi;Wik-Mungkan
;;sjg;sj;Assangori
;;pac;pa;Pacoh
;;tti;tt;Tobati
;;mqz;mq;Malasanga
;;dts;dt;Toro So Dogon
;;smc;sm;Som
;;rmh;rm;Murkim
;;fip;fi;Fipa
;;msl;ms;Molof
;;nec;ne;Nedebang
;;dgb;dg;Bunoge Dogon
;;bbp;bb;West Central Banda
;;xdc;xd;Dacian
;;tcd;tc;Tafi
;;tmy;tm;Tami
;;suk;su;Sukuma
;;kko;kk;Karko
;;nvm;nv;Namiae
;;dik;di;Southwestern Dinka
;;teb;te;Tetete
;;csy;cs;Siyin Chin
;;cpa;cp;Palantla Chinantec
;;stw;st;Satawalese
;;apk;ap;Kiowa Apache
;;lcd;lc;Lola
;;mll;ml;Malua Bay
;;wgg;wg;Wangganguru
;;spy;sp;Sabaot
;;wha;wh;Manusela
;;vau;va;Vanuma
;;xip;xi;Xipináwa
;;zhd;zh;Dai Zhuang
;;reg;re;Kara (Tanzania)
;;pmr;pm;Paynamar
;;snp;sn;Siane
;;pdc;pd;Pennsylvania German
;;mef;me;Megam
;;oki;ok;Okiek
;;tni;tn;Tandia
;;kxn;kx;Kanowit-Tanjong Melanau
;;sev;se;Nyarafolo Senoufo
;;llb;ll;Lolo
;;tgl;tg;Tagalog
;;suv;su;Sulung
;;jng;jn;Yangman
;;szb;sz;Ngalum
;;asr;as;Asuri
;;ykl;yk;Khlula
;;lbb;lb;Label
;;meh;me;Southwestern Tlaxiaco Mixtec
;;tco;tc;Taungyo
;;dhr;dh;Dhargari
;;ysp;ys;Southern Lolopo
;;cbs;cb;Cashinahua
;;anp;an;Angika
;;ymp;ym;Yamap
;;pfl;pf;Pfaelzisch
;;zho;zh;Chinese
;;mtu;mt;Tututepec Mixtec
;;ele;el;Elepi
;;nez;ne;Nez Perce
;;bzp;bz;Kemberano
;;mfz;mf;Mabaan
;;mky;mk;East Makian
;;drn;dr;West Damar
;;gow;go;Gorowa
;;kez;ke;Kukele
;;mem;me;Mangala
;;pas;pa;Papasena
;;kbd;kb;Kabardian
;;zmx;zm;Bomitaba
;;ngm;ng;Ngatik Men's Creole
;;xmg;xm;Mengaka
;;rag;ra;Logooli
;;bqi;bq;Bakhtiari
;;sxe;sx;Sighu
;;adi;ad;Adi
;;zau;za;Zangskari
;;bir;bi;Bisorio
;;sba;sb;Ngambay
;;nwi;nw;Southwest Tanna
;;haw;ha;Hawaiian
;;xkw;xk;Kembra
;;sel;se;Selkup
;;mhu;mh;Digaro-Mishmi
;;frr;fr;Northern Frisian
;;auw;au;Awyi
;;gaf;ga;Gende
;;xau;xa;Kauwera
;;bva;bv;Barein
;;blw;bl;Balangao
;;tij;ti;Tilung
;;dum;du;Middle Dutch (ca. 1050-1350)
;;xtb;xt;Chazumba Mixtec
;;akz;ak;Alabama
;;zak;za;Zanaki
;;crj;cr;Southern East Cree
;;kvt;kv;Lahta Karen
;;npy;np;Napu
;;ues;ue;Kioko
;;bgg;bg;Bugun
;;zpo;zp;Amatlán Zapotec
;;sdu;sd;Sarudu
;;ked;ke;Kerewe
;;sso;ss;Sissano
;;agh;ag;Ngelima
;;kek;ke;Kekchí
;;ecy;ec;Eteocypriot
;;bjl;bj;Bulu (Papua New Guinea)
;;ndl;nd;Ndolo
;;kdi;kd;Kumam
;;moh;mo;Mohawk
;;wdg;wd;Wadaginam
;;pur;pu;Puruborá
;;eus;eu;Basque
;;pnc;pn;Pannei
;;dds;dd;Donno So Dogon
;;uvh;uv;Uri
;;txc;tx;Tsetsaut
;;kdp;kd;Kaningdon-Nindem
;;haj;ha;Hajong
;;cnb;cn;Chinbon Chin
;;ilv;il;Ilue
;;yey;ye;Yeyi
;;bkd;bk;Binukid
;;rjs;rj;Rajbanshi
;;cfg;cf;Como Karim
;;jhs;jh;Jhankot Sign Language
;;sxl;sx;Selian
;;fll;fl;North Fali
;;cox;co;Nanti
;;cjn;cj;Chenapian
;;anw;an;Anaang
;;sxr;sx;Saaroa
;;nne;nn;Ngandyera
;;xmp;xm;Kuku-Mu'inh
;;nir;ni;Nimboran
;;rki;rk;Rakhine
;;fon;fo;Fon
;;bju;bj;Busuu
;;kab;ka;Kabyle
;;ahk;ah;Akha
;;xch;xc;Chemakum
;;tuc;tu;Mutu
;;nok;no;Nooksack
;;tya;ty;Tauya
;;seo;se;Suarmin
;;sjn;sj;Sindarin
;;fuh;fu;Western Niger Fulfulde
;;wwa;ww;Waama
;;sgs;sg;Samogitian
;;mbt;mb;Matigsalug Manobo
;;mgd;mg;Moru
;;shn;sh;Shan
;;gew;ge;Gera
;;kix;ki;Khiamniungan Naga
;;tia;ti;Tidikelt Tamazight
;;zxx;zx;No linguistic content
;;mch;mc;Maquiritari
;;shg;sh;Shua
;;aol;ao;Alor
;;ctu;ct;Chol
;;tor;to;Togbo-Vara Banda
;;xti;xt;Sinicahua Mixtec
;;pma;pm;Paama
;;naq;na;Nama (Namibia)
;;bre;br;Breton
;;cra;cr;Chara
;;imi;im;Anamgura
;;smj;sm;Lule Sami
;;srx;sr;Sirmauri
;;dek;de;Dek
;;wiv;wi;Muduapa
;;pcm;pc;Nigerian Pidgin
;;cwa;cw;Kabwa
;;aqm;aq;Atohwaim
;;mgk;mg;Mawes
;;knu;kn;Kono (Guinea)
;;jmc;jm;Machame
;;kjk;kj;Highland Konjo
;;mdg;md;Massalat
;;khp;kh;Kapori
;;nnj;nn;Nyangatom
;;cbl;cb;Bualkhaw Chin
;;wbj;wb;Alagwa
;;tet;te;Tetum
;;ask;as;Ashkun
;;bld;bl;Bolango
;;pup;pu;Pulabu
;;kgx;kg;Kamaru
;;xuj;xu;Jennu Kurumba
;;ksi;ks;Krisa
;;utu;ut;Utu
;;bfy;bf;Bagheli
;;bnp;bn;Bola
;;nzk;nz;Nzakara
;;cdh;cd;Chambeali
;;gok;go;Gowli
;;ymg;ym;Yamongeri
;;juc;ju;Jurchen
;;liw;li;Col
;;mng;mn;Eastern Mnong
;;wgy;wg;Warrgamay
;;niv;ni;Gilyak
;;cht;ch;Cholón
;;alh;al;Alawa
;;mwi;mw;Labo
;;gge;gg;Guragone
;;low;lo;Tampias Lobu
;;ygm;yg;Yagomi
;;aud;au;Anuta
;;lpe;lp;Lepki
;;dkk;dk;Dakka
;;akd;ak;Ukpet-Ehom
;;ywq;yw;Wuding-Luquan Yi
;;tsv;ts;Tsogo
;;nmg;nm;Kwasio
;;amj;am;Amdang
;;soj;so;Soi
;;aos;ao;Taikat
;;gcc;gc;Mali
;;lex;le;Luang
;;xba;xb;Kamba (Brazil)
;;skh;sk;Sikule
;;wno;wn;Wano
;;bsr;bs;Bassa-Kontagora
;;zuh;zu;Tokano
;;duj;du;Dhuwal
;;xzh;xz;Zhang-Zhung
;;kgl;kg;Kunggari
;;aiw;ai;Aari
;;djk;dj;Eastern Maroon Creole
;;ubl;ub;Buhi'non Bikol
;;unr;un;Mundari
;;wof;wo;Gambian Wolof
;;cog;co;Chong
;;gim;gi;Gimi (Eastern Highlands)
;;mzg;mz;Monastic Sign Language
;;aju;aj;Judeo-Moroccan Arabic
;;cib;ci;Ci Gbe
;;tqo;tq;Toaripi
;;tkm;tk;Takelma
;;sii;si;Shom Peng
;;phr;ph;Pahari-Potwari
;;sjp;sj;Surjapuri
;;jct;jc;Krymchak
;;tza;tz;Tanzanian Sign Language
;;rmn;rm;Balkan Romani
;;gul;gu;Sea Island Creole English
;;bdz;bd;Badeshi
;;ica;ic;Ede Ica
;;coo;co;Comox
;;tzn;tz;Tugun
;;oar;oa;Old Aramaic (up to 700 BCE)
;;bwu;bw;Buli (Ghana)
;;bfo;bf;Malba Birifor
;;hmz;hm;Hmong Shua
;;nid;ni;Ngandi
;;bya;by;Batak
;;akp;ak;Siwu
;;soa;so;Thai Song
;;kom;ko;Komi
;;kvc;kv;Kove
;;cum;cu;Cumeral
;;ofs;of;Old Frisian
;;hin;hi;Hindi
;;svs;sv;Savosavo
;;nuw;nu;Nguluwan
;;lnn;ln;Lorediakarkar
;;kbm;kb;Iwal
;;lrn;lr;Lorang
;;try;tr;Turung
;;bwn;bw;Wunai Bunu
;;drg;dr;Rungus
;;lua;lu;Luba-Lulua
;;myf;my;Bambassi
;;haa;ha;Han
;;diu;di;Diriku
;;hib;hi;Hibito
;;vmd;vm;Mudu Koraga
;;hvk;hv;Haveke
;;kwd;kw;Kwaio
;;yar;ya;Yabarana
;;nof;no;Nomane
;;fmp;fm;Fe'fe'
;;aak;aa;Ankave
;;xmv;xm;Antankarana Malagasy
;;ero;er;Horpa
;;nyf;ny;Giryama
;;cks;ck;Tayo
;;nlj;nl;Nyali
;;llc;ll;Lele (Guinea)
;;phg;ph;Phuong
;;brt;br;Bitare
;;rmw;rm;Welsh Romani
;;kqu;kq;Seroa
;;kti;kt;North Muyu
;;nny;nn;Nyangga
;;sou;so;Southern Thai
;;yok;yo;Yokuts
;;mxb;mx;Tezoatlán Mixtec
;;eng;en;English
;;bgf;bg;Bangandu
;;bni;bn;Bangi
;;jia;ji;Jina
;;yiy;yi;Yir Yoront
;;vkp;vk;Korlai Creole Portuguese
;;ppi;pp;Paipai
;;mil;mi;Peñoles Mixtec
;;nre;nr;Southern Rengma Naga
;;lji;lj;Laiyolo
;;arb;ar;Standard Arabic
;;shz;sh;Syenara Senoufo
;;otq;ot;Querétaro Otomi
;;als;al;Tosk Albanian
;;xkb;xk;Northern Nago
;;pod;po;Ponares
;;ymb;ym;Yambes
;;xoo;xo;Xukurú
;;avl;av;Eastern Egyptian Bedawi Arabic
;;ckl;ck;Cibak
;;hru;hr;Hruso
;;loe;lo;Saluan
;;vra;vr;Vera'a
;;umo;um;Umotína
;;aia;ai;Arosi
;;kot;ko;Lagwan
;;nkj;nk;Nakai
;;dsb;ds;Lower Sorbian
;;urv;ur;Uruava
;;myu;my;Mundurukú
;;mcv;mc;Minanibai
;;ret;re;Retta
;;nxr;nx;Ninggerum
;;miu;mi;Cacaloxtepec Mixtec
;;bdo;bd;Morom
;;klu;kl;Klao
;;tmi;tm;Tutuba
;;nun;nu;Anong
;;kwv;kw;Sara Kaba Náà
;;spa;sp;Spanish
;;clu;cl;Caluyanun
;;bgu;bg;Mbongno
;;bkr;bk;Bakumpai
;;drq;dr;Dura
;;gbb;gb;Kaytetye
;;ebu;eb;Embu
;;ktr;kt;Kota Marudu Tinagas
;;dmu;dm;Dubu
;;apr;ap;Arop-Lokep
;;hmo;hm;Hiri Motu
;;srk;sr;Serudung Murut
;;bvh;bv;Bure
;;tsh;ts;Tsuvan
;;tlh;tl;Klingon
;;slp;sl;Lamaholot
;;pex;pe;Petats
;;xlb;xl;Loup B
;;pek;pe;Penchal
;;ape;ap;Bukiyip
;;cdi;cd;Chodri
;;tmp;tm;Tai Mène
;;see;se;Seneca
;;kai;ka;Karekare
;;pto;pt;Zo'é
;;twe;tw;Tewa (Indonesia)
;;ztp;zt;Loxicha Zapotec
;;vit;vi;Viti
;;kvi;kv;Kwang
;;cbe;cb;Chipiajes
;;kpg;kp;Kapingamarangi
;;csh;cs;Asho Chin
;;abv;ab;Baharna Arabic
;;tmb;tm;Katbol
;;aat;aa;Arvanitika Albanian
;;sbo;sb;Sabüm
;;gwe;gw;Gweno
;;ray;ra;Rapa
;;ria;ri;Riang (India)
;;sbf;sb;Shabo
;;prt;pr;Phai
;;zty;zt;Yatee Zapotec
;;ngu;ng;Guerrero Nahuatl
;;yph;yp;Phupha
;;bub;bu;Bua
;;aip;ai;Burumakok
;;ate;at;Atemble
;;gsp;gs;Wasembo
;;tfr;tf;Teribe
;;ikw;ik;Ikwere
;;yiz;yi;Azhe
;;pcc;pc;Bouyei
;;kct;kc;Kaian
;;auq;au;Anus
;;aym;ay;Aymara
;;abk;ab;Abkhazian
;;klz;kl;Kabola
;;tgb;tg;Tobilung
;;ggo;gg;Southern Gondi
;;maj;ma;Jalapa De Díaz Mazatec
;;yaw;ya;Yawalapití
;;atn;at;Ashtiani
;;dax;da;Dayi
;;nmq;nm;Nambya
;;tud;tu;Tuxá
;;jib;ji;Jibu
;;ydg;yd;Yidgha
;;ybi;yb;Yamphu
;;lmm;lm;Lamam
;;lom;lo;Loma (Liberia)
;;tsu;ts;Tsou
;;taz;ta;Tocho
;;dyu;dy;Dyula
;;tyz;ty;Tày
;;oun;ou;!O!ung
;;kui;ku;Kuikúro-Kalapálo
;;gmu;gm;Gumalu
;;hax;ha;Southern Haida
;;jhi;jh;Jehai
;;alm;al;Amblong
;;xii;xi;Xiri
;;kfs;kf;Bilaspuri
;;kcg;kc;Tyap
;;yki;yk;Yoke
;;atw;at;Atsugewi
;;kqd;kq;Koy Sanjaq Surat
;;ego;eg;Eggon
;;mzn;mz;Mazanderani
;;coe;co;Koreguaje
;;kiw;ki;Northeast Kiwai
;;tag;ta;Tagoi
;;ypb;yp;Labo Phowa
;;mas;ma;Masai
;;bmm;bm;Northern Betsimisaraka Malagasy
;;tnn;tn;North Tanna
;;thf;th;Thangmi
;;mxk;mx;Monumbo
;;cqu;cq;Chilean Quechua
;;ana;an;Andaqui
;;wla;wl;Walio
;;prf;pr;Paranan
;;mmn;mm;Mamanwa
;;wlc;wl;Mwali Comorian
;;tjg;tj;Tunjung
;;lao;la;Lao
;;cso;cs;Sochiapam Chinantec
;;ssi;ss;Sansi
;;fvr;fv;Fur
;;kpe;kp;Kpelle
;;bvq;bv;Birri
;;iqu;iq;Iquito
;;jpr;jp;Judeo-Persian
;;bje;bj;Biao-Jiao Mien
;;kzp;kz;Kaidipang
;;hre;hr;Hre
;;pbg;pb;Paraujano
;;xxr;xx;Koropó
;;xrm;xr;Armazic
;;djb;dj;Djinba
;;bte;bt;Gamo-Ningi
;;peb;pe;Eastern Pomo
;;agm;ag;Angaataha
;;sgp;sg;Singpho
;;scw;sc;Sha
;;bem;be;Bemba (Zambia)
;;otk;ot;Old Turkish
;;mfw;mf;Mulaha
;;dic;di;Lakota Dida
;;stn;st;Owa
;;nui;nu;Ngumbi
;;cml;cm;Campalagian
;;tcf;tc;Malinaltepec Me'phaa
;;buu;bu;Budu
;;tht;th;Tahltan
;;plw;pl;Brooke's Point Palawano
;;bfl;bf;Banda-Ndélé
;;pbz;pb;Palu
;;lia;li;West-Central Limba
;;ngj;ng;Ngie
;;gvs;gv;Gumawana
;;ife;if;Ifè
;;bun;bu;Sherbro
;;gnz;gn;Ganzi
;;gyy;gy;Gunya
;;mhz;mh;Mor (Mor Islands)
;;bdh;bd;Baka (Sudan)
;;luk;lu;Lunanakha
;;msq;ms;Caac
